chr	start	stop	ancestry
5	147803192	149281961	EAS
5	149281961	151537385	EAS
5	151537385	153491444	EAS
5	153491444	157769867	EAS
5	157769867	160769084	EAS
5	160769084	164096682	EAS
5	164096682	167421729	EAS
5	167421729	170015438	EAS
5	170015438	172474251	EAS
5	172474251	174612800	EAS
5	174612800	178191940	EAS
5	178191940	179670881	EAS
5	179670881	181362530	EAS
6	121495	1832807	EAS
6	1832807	3416688	EAS
6	3416688	4974901	EAS
6	4974901	6622089	EAS
6	6622089	8259177	EAS
6	8259177	9190384	EAS
6	9190384	11870707	EAS
6	11870707	14009060	EAS
6	14009060	16809464	EAS
6	16809464	20107400	EAS
6	20107400	22038571	EAS
6	22038571	24108429	EAS
6	24108429	26419024	EAS
6	26419024	30106780	EAS
6	30106780	30830214	EAS
6	30830214	31481245	EAS
6	31481245	32489917	EAS
6	32489917	32652195	EAS
6	32652195	33259422	EAS
6	33259422	36261718	EAS
6	36261718	37354569	EAS
6	37354569	38717082	EAS
6	38717082	40829452	EAS
6	40829452	43782819	EAS
6	43782819	47032925	EAS
6	47032925	48192838	EAS
6	48192838	50969699	EAS
6	50969699	53995800	EAS
6	53995800	55601574	EAS
6	55601574	56241636	EAS
6	56241636	60230066	EAS
6	60230066	63176380	EAS
6	63176380	65056936	EAS
6	65056936	66327944	EAS
6	66327944	67838478	EAS
6	67838478	70031599	EAS
6	70031599	73096308	EAS
6	73096308	75134884	EAS
6	75134884	77602839	EAS
6	77602839	79427542	EAS
6	79427542	80928726	EAS
6	80928726	84325121	EAS
6	84325121	84988445	EAS
6	84988445	87793289	EAS
6	87793289	89297772	EAS
6	89297772	92040256	EAS
6	92040256	94642318	EAS
6	94642318	96043083	EAS
6	96043083	99839369	EAS
6	99839369	102189123	EAS
6	102189123	103536292	EAS
6	103536292	106475550	EAS
6	106475550	108090742	EAS
6	108090742	109983438	EAS
6	109983438	111115239	EAS
6	111115239	114232459	EAS
6	114232459	117254893	EAS
6	117254893	120760806	EAS
6	120760806	123537280	EAS
6	123537280	125356221	EAS
6	125356221	128021365	EAS
6	128021365	131138046	EAS
6	131138046	133996144	EAS
6	133996144	136671869	EAS
6	136671869	139388882	EAS
6	139388882	143408939	EAS
6	143408939	145847652	EAS
6	145847652	148140418	EAS
6	148140418	148895942	EAS
6	148895942	150316866	EAS
6	150316866	152770440	EAS
6	152770440	155785980	EAS
6	155785980	159185950	EAS
6	159185950	161900102	EAS
6	161900102	164171841	EAS
6	164171841	165656419	EAS
6	165656419	167301249	EAS
6	167301249	169312002	EAS
6	169312002	170741882	EAS
7	31439	576255	EAS
7	576255	1754627	EAS
7	1754627	3234534	EAS
7	3234534	4747241	EAS
7	4747241	6860878	EAS
7	6860878	8177392	EAS
7	8177392	9872085	EAS
7	9872085	11199895	EAS
7	11199895	12595313	EAS
7	12595313	14136710	EAS
7	14136710	14976392	EAS
7	14976392	17094229	EAS
7	17094229	19101832	EAS
7	19101832	21675760	EAS
7	21675760	23262969	EAS
7	23262969	25631957	EAS
7	25631957	27999971	EAS
7	27999971	30137419	EAS
7	30137419	32418964	EAS
7	32418964	36755827	EAS
7	36755827	41469840	EAS
7	41469840	43407918	EAS
7	43407918	45195252	EAS
7	45195252	47297830	EAS
7	47297830	50325467	EAS
7	50325467	53109807	EAS
7	53109807	54839953	EAS
7	54839953	58119590	EAS
7	58119590	62625264	EAS
7	62625264	64064345	EAS
7	64064345	66489212	EAS
7	66489212	67995715	EAS
7	67995715	68225064	EAS
7	68225064	70805686	EAS
7	70805686	71980346	EAS
7	71980346	75754353	EAS
7	75754353	78437167	EAS
7	78437167	80130516	EAS
7	80130516	82393370	EAS
7	82393370	83538459	EAS
7	83538459	85944344	EAS
7	85944344	89107569	EAS
7	89107569	91108654	EAS
7	91108654	96444810	EAS
7	96444810	99117851	EAS
7	99117851	103756926	EAS
7	103756926	106827923	EAS
7	106827923	109656978	EAS
7	109656978	112147676	EAS
7	112147676	113745726	EAS
7	113745726	118713039	EAS
7	118713039	122294601	EAS
7	122294601	128207271	EAS
7	128207271	131783696	EAS
7	131783696	135786224	EAS
7	135786224	137280546	EAS
7	137280546	141436424	EAS
7	141436424	143332278	EAS
7	143332278	147097570	EAS
7	147097570	148300523	EAS
7	148300523	150265306	EAS
7	150265306	152581225	EAS
7	152581225	154242606	EAS
7	154242606	155588727	EAS
7	155588727	157405150	EAS
7	157405150	158977593	EAS
7	158977593	159334873	EAS
8	71179	1682792	EAS
8	1682792	3114527	EAS
8	3114527	3528902	EAS
8	3528902	4622632	EAS
8	4622632	5288917	EAS
8	5288917	6545410	EAS
8	6545410	8666402	EAS
8	8666402	10212606	EAS
8	10212606	11660082	EAS
8	11660082	12862840	EAS
8	12862840	13414473	EAS
8	13414473	14149951	EAS
8	14149951	15851692	EAS
8	15851692	17507513	EAS
8	17507513	18336709	EAS
8	18336709	20120969	EAS
8	20120969	22567236	EAS
8	22567236	23760704	EAS
8	23760704	25008087	EAS
8	25008087	27480830	EAS
8	27480830	29809373	EAS
8	29809373	32594380	EAS
8	32594380	35461222	EAS
8	35461222	40661942	EAS
8	40661942	42193396	EAS
8	42193396	48679103	EAS
8	48679103	50999345	EAS
8	50999345	55002421	EAS
8	55002421	56301262	EAS
8	56301262	58151735	EAS
8	58151735	60899205	EAS
8	60899205	65134338	EAS
8	65134338	68787521	EAS
8	68787521	71102974	EAS
8	71102974	72496745	EAS
8	72496745	74532829	EAS
8	74532829	77103878	EAS
8	77103878	78839551	EAS
8	78839551	82816980	EAS
8	82816980	86551439	EAS
8	86551439	89355479	EAS
8	89355479	93148787	EAS
8	93148787	96842979	EAS
8	96842979	98923471	EAS
8	98923471	102720093	EAS
8	102720093	105499462	EAS
8	105499462	106401186	EAS
8	106401186	108785564	EAS
8	108785564	114000142	EAS
8	114000142	117286508	EAS
8	117286508	120758252	EAS
8	120758252	123528864	EAS
8	123528864	124942628	EAS
8	124942628	127647312	EAS
8	127647312	130493749	EAS
8	130493749	133556709	EAS
8	133556709	136297206	EAS
8	136297206	138768362	EAS
8	138768362	140482206	EAS
8	140482206	142129686	EAS
8	142129686	143634985	EAS
8	143634985	145075767	EAS
9	10648	903058	EAS
9	903058	2169493	EAS
9	2169493	4420402	EAS
9	4420402	4686097	EAS
9	4686097	6858256	EAS
9	6858256	7515713	EAS
9	7515713	8894396	EAS
9	8894396	10879676	EAS
9	10879676	12794743	EAS
9	12794743	14753884	EAS
9	14753884	16660769	EAS
9	16660769	18391119	EAS
9	18391119	20486413	EAS
9	20486413	22971377	EAS
9	22971377	25273788	EAS
9	25273788	27869275	EAS
9	27869275	30118096	EAS
9	30118096	31838060	EAS
9	31838060	36032875	EAS
9	36032875	38157205	EAS
9	38157205	64129460	EAS
9	64129460	69674733	EAS
9	69674733	70362357	EAS
9	70362357	73589030	EAS
9	73589030	75889813	EAS
9	75889813	78316848	EAS
9	78316848	81098268	EAS
9	81098268	84834158	EAS
9	84834158	86576869	EAS
9	86576869	89676046	EAS
9	89676046	91136525	EAS
9	91136525	92817039	EAS
9	92817039	95553691	EAS
9	95553691	98417580	EAS
9	98417580	101805299	EAS
9	101805299	103206935	EAS
9	103206935	105066758	EAS
9	105066758	107441885	EAS
9	107441885	109654132	EAS
9	109654132	113146172	EAS
9	113146172	115809092	EAS
9	115809092	119680227	EAS
9	119680227	122633913	EAS
9	122633913	124733429	EAS
9	124733429	129324734	EAS
9	129324734	130234368	EAS
9	130234368	132425530	EAS
9	132425530	133752119	EAS
9	133752119	135554868	EAS
9	135554868	138221689	EAS
10	11501	1705475	EAS
10	1705475	2702021	EAS
10	2702021	4192723	EAS
10	4192723	5183395	EAS
10	5183395	6347298	EAS
10	6347298	7613603	EAS
10	7613603	10118076	EAS
10	10118076	12542514	EAS
10	12542514	14371668	EAS
10	14371668	16404314	EAS
10	16404314	18498892	EAS
10	18498892	21030071	EAS
10	21030071	23972093	EAS
10	23972093	26864410	EAS
10	26864410	29027967	EAS
10	29027967	30398004	EAS
10	30398004	33420234	EAS
10	33420234	35911698	EAS
10	35911698	38900024	EAS
10	38900024	41842070	EAS
10	41842070	44646509	EAS
10	44646509	46368120	EAS
10	46368120	49632690	EAS
10	49632690	52163651	EAS
10	52163651	54109467	EAS
10	54109467	55271275	EAS
10	55271275	58064077	EAS
10	58064077	59629074	EAS
10	59629074	63000926	EAS
10	63000926	66613339	EAS
10	66613339	68140795	EAS
10	68140795	70497737	EAS
10	70497737	71750712	EAS
10	71750712	75645143	EAS
10	75645143	78309875	EAS
10	78309875	80126485	EAS
10	80126485	82116264	EAS
10	82116264	84179074	EAS
10	84179074	88220063	EAS
10	88220063	91148075	EAS
10	91148075	96794378	EAS
10	96794378	99570466	EAS
10	99570466	104378840	EAS
10	104378840	105251377	EAS
10	105251377	108594961	EAS
10	108594961	109661232	EAS
10	109661232	111358688	EAS
10	111358688	114281518	EAS
10	114281518	116198219	EAS
10	116198219	119145702	EAS
10	119145702	121341157	EAS
10	121341157	123517301	EAS
10	123517301	125565861	EAS
10	125565861	125701630	EAS
10	125701630	127401823	EAS
10	127401823	129257293	EAS
10	129257293	131325712	EAS
10	131325712	132228705	EAS
10	132228705	133766275	EAS
11	128446	2911687	EAS
11	2911687	5750467	EAS
11	5750467	7416380	EAS
11	7416380	8629913	EAS
11	8629913	11097681	EAS
11	11097681	12275780	EAS
11	12275780	16362901	EAS
11	16362901	18945045	EAS
11	18945045	21886008	EAS
11	21886008	24067440	EAS
11	24067440	26025080	EAS
11	26025080	29509071	EAS
11	29509071	30665943	EAS
11	30665943	34208414	EAS
11	34208414	37123126	EAS
11	37123126	40083026	EAS
11	40083026	42834749	EAS
11	42834749	45685808	EAS
11	45685808	54537719	EAS
11	54537719	56005701	EAS
11	56005701	59270976	EAS
11	59270976	61536138	EAS
11	61536138	65378786	EAS
11	65378786	66375776	EAS
11	66375776	69789759	EAS
11	69789759	73185723	EAS
11	73185723	75724509	EAS
11	75724509	80089361	EAS
11	80089361	82644537	EAS
11	82644537	86916336	EAS
11	86916336	88548038	EAS
11	88548038	91233488	EAS
11	91233488	94303041	EAS
11	94303041	95603652	EAS
11	95603652	97187917	EAS
11	97187917	98834626	EAS
11	98834626	100544872	EAS
11	100544872	102283258	EAS
11	102283258	104089259	EAS
11	104089259	105618167	EAS
11	105618167	107972876	EAS
11	107972876	109994324	EAS
11	109994324	110343570	EAS
11	110343570	112118203	EAS
11	112118203	112825748	EAS
11	112825748	116234802	EAS
11	116234802	117783240	EAS
11	117783240	119630005	EAS
11	119630005	121955186	EAS
11	121955186	123166773	EAS
11	123166773	124053985	EAS
11	124053985	126019860	EAS
11	126019860	128177227	EAS
11	128177227	130040113	EAS
11	130040113	132516461	EAS
11	132516461	134043169	EAS
11	134043169	135076141	EAS
12	10709	971688	EAS
12	971688	3567851	EAS
12	3567851	4948832	EAS
12	4948832	6844093	EAS
12	6844093	8440238	EAS
12	8440238	10027242	EAS
12	10027242	12313741	EAS
12	12313741	13966747	EAS
12	13966747	15094395	EAS
12	15094395	17700895	EAS
12	17700895	20643742	EAS
12	20643742	22193468	EAS
12	22193468	24775397	EAS
12	24775397	27380434	EAS
12	27380434	28876192	EAS
12	28876192	31645248	EAS
12	31645248	37236646	EAS
12	37236646	40805337	EAS
12	40805337	42683477	EAS
12	42683477	45631440	EAS
12	45631440	48762471	EAS
12	48762471	52179013	EAS
12	52179013	53926908	EAS
12	53926908	58138574	EAS
12	58138574	61346287	EAS
12	61346287	64991246	EAS
12	64991246	67515034	EAS
12	67515034	71558195	EAS
12	71558195	72728076	EAS
12	72728076	75722683	EAS
12	75722683	77412906	EAS
12	77412906	80554292	EAS
12	80554292	83035197	EAS
12	83035197	87953423	EAS
12	87953423	90176333	EAS
12	90176333	91849410	EAS
12	91849410	93555018	EAS
12	93555018	96048099	EAS
12	96048099	98184936	EAS
12	98184936	99575015	EAS
12	99575015	102786158	EAS
12	102786158	105703842	EAS
12	105703842	108631585	EAS
12	108631585	113088440	EAS
12	113088440	115165608	EAS
12	115165608	117125380	EAS
12	117125380	119123495	EAS
12	119123495	121384267	EAS
12	121384267	124714525	EAS
12	124714525	125963422	EAS
12	125963422	128687920	EAS
12	128687920	129675827	EAS
12	129675827	131630196	EAS
12	131630196	133264718	EAS
13	18171494	21847815	EAS
13	21847815	22751404	EAS
13	22751404	23456375	EAS
13	23456375	25211146	EAS
13	25211146	26990828	EAS
13	26990828	29319316	EAS
13	29319316	31512169	EAS
13	31512169	34456306	EAS
13	34456306	37717830	EAS
13	37717830	39928639	EAS
13	39928639	43152445	EAS
13	43152445	44868109	EAS
13	44868109	47558599	EAS
13	47558599	48810142	EAS
13	48810142	54303404	EAS
13	54303404	57682893	EAS
13	57682893	61019206	EAS
13	61019206	62828018	EAS
13	62828018	64908616	EAS
13	64908616	67888199	EAS
13	67888199	69238268	EAS
13	69238268	72537665	EAS
13	72537665	75931547	EAS
13	75931547	79021815	EAS
13	79021815	81152792	EAS
13	81152792	82382137	EAS
13	82382137	85747991	EAS
13	85747991	86474904	EAS
13	86474904	90650899	EAS
13	90650899	92261854	EAS
13	92261854	95436476	EAS
13	95436476	97663027	EAS
13	97663027	99977573	EAS
13	99977573	103178756	EAS
13	103178756	105790606	EAS
13	105790606	107539030	EAS
13	107539030	108708511	EAS
13	108708511	109883911	EAS
13	109883911	111472631	EAS
13	111472631	112801641	EAS
13	112801641	113507718	EAS
13	113507718	114353285	EAS
14	16038675	16100330	EAS
14	16100330	22031631	EAS
14	22031631	24073249	EAS
14	24073249	26449198	EAS
14	26449198	29523447	EAS
14	29523447	33566546	EAS
14	33566546	35393480	EAS
14	35393480	39872377	EAS
14	39872377	41146128	EAS
14	41146128	44408974	EAS
14	44408974	45846372	EAS
14	45846372	48536349	EAS
14	48536349	50876881	EAS
14	50876881	52388716	EAS
14	52388716	54641052	EAS
14	54641052	56664069	EAS
14	56664069	58981113	EAS
14	58981113	61214802	EAS
14	61214802	63566622	EAS
14	63566622	64754057	EAS
14	64754057	67572653	EAS
14	67572653	70882826	EAS
14	70882826	73784027	EAS
14	73784027	76404725	EAS
14	76404725	78096031	EAS
14	78096031	79200967	EAS
14	79200967	81995450	EAS
14	81995450	83882540	EAS
14	83882540	87036232	EAS
14	87036232	88945090	EAS
14	88945090	91218324	EAS
14	91218324	92666593	EAS
14	92666593	93988611	EAS
14	93988611	96101949	EAS
14	96101949	98526321	EAS
14	98526321	101414414	EAS
14	101414414	104539833	EAS
14	104539833	106882741	EAS
15	23365803	24369187	EAS
15	24369187	25883795	EAS
15	25883795	27491693	EAS
15	27491693	31298974	EAS
15	31298974	32907555	EAS
15	32907555	34797859	EAS
15	34797859	37269893	EAS
15	37269893	40091931	EAS
15	40091931	44802426	EAS
15	44802426	47843088	EAS
15	47843088	49899386	EAS
15	49899386	51445370	EAS
15	51445370	53874621	EAS
15	53874621	55531404	EAS
15	55531404	57563240	EAS
15	57563240	59536099	EAS
15	59536099	60917512	EAS
15	60917512	62640387	EAS
15	62640387	67097412	EAS
15	67097412	70052277	EAS
15	70052277	74089851	EAS
15	74089851	79069817	EAS
15	79069817	80763583	EAS
15	80763583	84211102	EAS
15	84211102	85799510	EAS
15	85799510	88731363	EAS
15	88731363	90900385	EAS
15	90900385	92629842	EAS
15	92629842	94081947	EAS
15	94081947	96346973	EAS
15	96346973	98919411	EAS
15	98919411	100207088	EAS
15	100207088	101980858	EAS
16	10031	1948918	EAS
16	1948918	5194766	EAS
16	5194766	6394709	EAS
16	6394709	7479954	EAS
16	7479954	9149882	EAS
16	9149882	11519313	EAS
16	11519313	11666353	EAS
16	11666353	12625659	EAS
16	12625659	17160447	EAS
16	17160447	19381498	EAS
16	19381498	21231535	EAS
16	21231535	24239909	EAS
16	24239909	26138744	EAS
16	26138744	29498299	EAS
16	29498299	46383730	EAS
16	46383730	52410393	EAS
16	52410393	54308793	EAS
16	54308793	55798309	EAS
16	55798309	57304224	EAS
16	57304224	58477992	EAS
16	58477992	60550856	EAS
16	60550856	62196374	EAS
16	62196374	64163013	EAS
16	64163013	67412051	EAS
16	67412051	74053795	EAS
16	74053795	76243754	EAS
16	76243754	78731582	EAS
16	78731582	80385290	EAS
16	80385290	81968654	EAS
16	81968654	83048889	EAS
16	83048889	84776618	EAS
16	84776618	86008491	EAS
16	86008491	87916112	EAS
16	87916112	88749633	EAS
16	88749633	90220225	EAS
17	120360	835200	EAS
17	835200	2853014	EAS
17	2853014	4791890	EAS
17	4791890	6409038	EAS
17	6409038	8913672	EAS
17	8913672	11091263	EAS
17	11091263	12252584	EAS
17	12252584	13414195	EAS
17	13414195	14744742	EAS
17	14744742	16208007	EAS
17	16208007	21403289	EAS
17	21403289	32558547	EAS
17	32558547	36661872	EAS
17	36661872	40722808	EAS
17	40722808	46788237	EAS
17	46788237	47804871	EAS
17	47804871	51822683	EAS
17	51822683	54024731	EAS
17	54024731	55389695	EAS
17	55389695	58166797	EAS
17	58166797	64034663	EAS
17	64034663	65154986	EAS
17	65154986	66962871	EAS
17	66962871	68716365	EAS
17	68716365	70743436	EAS
17	70743436	74031845	EAS
17	74031845	75759437	EAS
17	75759437	79155079	EAS
17	79155079	81070030	EAS
17	81070030	83242554	EAS
18	36427	1943439	EAS
18	1943439	4042665	EAS
18	4042665	6653343	EAS
18	6653343	8557417	EAS
18	8557417	10846107	EAS
18	10846107	12262288	EAS
18	12262288	15410468	EAS
18	15410468	24048375	EAS
18	24048375	27395206	EAS
18	27395206	30251867	EAS
18	30251867	35031205	EAS
18	35031205	36629087	EAS
18	36629087	40105074	EAS
18	40105074	41834328	EAS
18	41834328	45392324	EAS
18	45392324	46661515	EAS
18	46661515	49657424	EAS
18	49657424	52627323	EAS
18	52627323	54853185	EAS
18	54853185	58625014	EAS
18	58625014	61917998	EAS
18	61917998	63461704	EAS
18	63461704	64539078	EAS
18	64539078	66585564	EAS
18	66585564	68743001	EAS
18	68743001	70957025	EAS
18	70957025	73273343	EAS
18	73273343	74570123	EAS
18	74570123	75907018	EAS
18	75907018	77402229	EAS
18	77402229	78389462	EAS
18	78389462	79193598	EAS
18	79193598	80262725	EAS
19	90949	1346978	EAS
19	1346978	3020008	EAS
19	3020008	5478737	EAS
19	5478737	7677459	EAS
19	7677459	10103476	EAS
19	10103476	12408772	EAS
19	12408772	14784603	EAS
19	14784603	16070027	EAS
19	16070027	17790744	EAS
19	17790744	20111163	EAS
19	20111163	22479904	EAS
19	22479904	28486087	EAS
19	28486087	29661085	EAS
19	29661085	30955388	EAS
19	30955388	33650254	EAS
19	33650254	35407016	EAS
19	35407016	38884460	EAS
19	38884460	40875670	EAS
19	40875670	43378972	EAS
19	43378972	45032052	EAS
19	45032052	46833900	EAS
19	46833900	48779546	EAS
19	48779546	50835128	EAS
19	50835128	52777894	EAS
19	52777894	53848890	EAS
19	53848890	55822159	EAS
19	55822159	58607520	EAS
20	61521	1928168	EAS
20	1928168	2821377	EAS
20	2821377	5395708	EAS
20	5395708	7248867	EAS
20	7248867	9750273	EAS
20	9750273	12923181	EAS
20	12923181	15581249	EAS
20	15581249	17506434	EAS
20	17506434	19633942	EAS
20	19633942	22799716	EAS
20	22799716	25845240	EAS
20	25845240	32611591	EAS
20	32611591	33897029	EAS
20	33897029	38278671	EAS
20	38278671	40983101	EAS
20	40983101	44433479	EAS
20	44433479	47043188	EAS
20	47043188	48884975	EAS
20	48884975	51844792	EAS
20	51844792	54206103	EAS
20	54206103	56409008	EAS
20	56409008	59254246	EAS
20	59254246	61193425	EAS
20	61193425	62624303	EAS
20	62624303	63559059	EAS
20	63559059	64331539	EAS
21	13827490	14945612	EAS
21	14945612	17581092	EAS
21	17581092	19035492	EAS
21	19035492	20701292	EAS
21	20701292	22278323	EAS
21	22278323	24134139	EAS
21	24134139	24826401	EAS
21	24826401	27754318	EAS
21	27754318	29474939	EAS
21	29474939	32298296	EAS
21	32298296	35934704	EAS
21	35934704	37339907	EAS
21	37339907	40430572	EAS
21	40430572	41654684	EAS
21	41654684	44710082	EAS
21	44710082	46696121	EAS
22	17231252	18599625	EAS
22	18599625	22049988	EAS
22	22049988	23506857	EAS
22	23506857	25030080	EAS
22	25030080	26342045	EAS
22	26342045	27795907	EAS
22	27795907	30561007	EAS
22	30561007	32521513	EAS
22	32521513	33573528	EAS
22	33573528	35135016	EAS
22	35135016	38911889	EAS
22	38911889	40664849	EAS
22	40664849	45048516	EAS
22	45048516	46533292	EAS
22	46533292	49129522	EAS
22	49129522	50799822	EAS
1	16103	1170341	EUR
1	1170341	1730405	EUR
1	1730405	3355587	EUR
1	3355587	4320284	EUR
1	4320284	5649773	EUR
1	5649773	7451118	EUR
1	7451118	9307591	EUR
1	9307591	11764185	EUR
1	11764185	14394537	EUR
1	14394537	15663423	EUR
1	15663423	17857084	EUR
1	17857084	18578075	EUR
1	18578075	19736509	EUR
1	19736509	21002467	EUR
1	21002467	22858108	EUR
1	22858108	24201011	EUR
1	24201011	28100360	EUR
1	28100360	29690112	EUR
1	29690112	32045886	EUR
1	32045886	37678016	EUR
1	37678016	38448977	EUR
1	38448977	39735335	EUR
1	39735335	41145142	EUR
1	41145142	42450056	EUR
1	42450056	43828739	EUR
1	43828739	46791535	EUR
1	46791535	48604095	EUR
1	48604095	52650781	EUR
1	52650781	54549187	EUR
1	54549187	56335544	EUR
1	56335544	57916308	EUR
1	57916308	61644626	EUR
1	61644626	63206060	EUR
1	63206060	66308667	EUR
1	66308667	67303431	EUR
1	67303431	70527268	EUR
1	70527268	74665625	EUR
1	74665625	78795698	EUR
1	78795698	79195243	EUR
1	79195243	82478055	EUR
1	82478055	85515804	EUR
1	85515804	87190896	EUR
1	87190896	89284437	EUR
1	89284437	93071870	EUR
1	93071870	95684841	EUR
1	95684841	97259500	EUR
1	97259500	99600538	EUR
1	99600538	101384499	EUR
1	101384499	103762931	EUR
1	103762931	105867868	EUR
1	105867868	110131515	EUR
1	110131515	111945212	EUR
1	111945212	113276642	EUR
1	113276642	115663032	EUR
1	115663032	117574557	EUR
1	117574557	119585475	EUR
1	119585475	148441356	EUR
1	148441356	151566310	EUR
1	151566310	153358890	EUR
1	153358890	156424168	EUR
1	156424168	158933969	EUR
1	158933969	163173938	EUR
1	163173938	165681379	EUR
1	165681379	167192336	EUR
1	167192336	168414490	EUR
1	168414490	169838848	EUR
1	169838848	171908371	EUR
1	171908371	175755086	EUR
1	175755086	177781354	EUR
1	177781354	178974441	EUR
1	178974441	182577190	EUR
1	182577190	184628732	EUR
1	184628732	187000437	EUR
1	187000437	188933676	EUR
1	188933676	191900151	EUR
1	191900151	195599439	EUR
1	195599439	197971083	EUR
1	197971083	201556198	EUR
1	201556198	203083201	EUR
1	203083201	205451010	EUR
1	205451010	206209814	EUR
1	206209814	208237501	EUR
1	208237501	210906847	EUR
1	210906847	211356227	EUR
1	211356227	214114077	EUR
1	214114077	216768480	EUR
1	216768480	218640359	EUR
1	218640359	219180346	EUR
1	219180346	220978464	EUR
1	220978464	222798680	EUR
1	222798680	224041489	EUR
1	224041489	225832854	EUR
1	225832854	227621870	EUR
1	227621870	230642745	EUR
1	230642745	232178847	EUR
1	232178847	233626140	EUR
1	233626140	236455740	EUR
1	236455740	237441748	EUR
1	237441748	238758854	EUR
1	238758854	239403765	EUR
1	239403765	240684466	EUR
1	240684466	242257586	EUR
1	242257586	244490034	EUR
1	244490034	247180692	EUR
1	247180692	248945661	EUR
2	10560	1415211	EUR
2	1415211	2531147	EUR
2	2531147	4243787	EUR
2	4243787	5570019	EUR
2	5570019	6803612	EUR
2	6803612	9659787	EUR
2	9659787	9947070	EUR
2	9947070	11854723	EUR
2	11854723	13483706	EUR
2	13483706	16112268	EUR
2	16112268	18170734	EUR
2	18170734	20501292	EUR
2	20501292	23481045	EUR
2	23481045	24172400	EUR
2	24172400	25925747	EUR
2	25925747	28587786	EUR
2	28587786	29585636	EUR
2	29585636	31231192	EUR
2	31231192	32902717	EUR
2	32902717	34663996	EUR
2	34663996	35451996	EUR
2	35451996	37905569	EUR
2	37905569	39636070	EUR
2	39636070	40055087	EUR
2	40055087	42110314	EUR
2	42110314	44160559	EUR
2	44160559	45817500	EUR
2	45817500	46829710	EUR
2	46829710	48726210	EUR
2	48726210	49673981	EUR
2	49673981	51441776	EUR
2	51441776	53128489	EUR
2	53128489	54103980	EUR
2	54103980	56169298	EUR
2	56169298	57607701	EUR
2	57607701	60785914	EUR
2	60785914	63407494	EUR
2	63407494	65708259	EUR
2	65708259	66484811	EUR
2	66484811	67755902	EUR
2	67755902	69124831	EUR
2	69124831	69955817	EUR
2	69955817	72966516	EUR
2	72966516	73895096	EUR
2	73895096	77154626	EUR
2	77154626	77456629	EUR
2	77456629	79996603	EUR
2	79996603	83378930	EUR
2	83378930	84168800	EUR
2	84168800	87936212	EUR
2	87936212	98380522	EUR
2	98380522	99065934	EUR
2	99065934	100756218	EUR
2	100756218	103085716	EUR
2	103085716	106385328	EUR
2	106385328	107813581	EUR
2	107813581	110038675	EUR
2	110038675	113164062	EUR
2	113164062	115656075	EUR
2	115656075	118196267	EUR
2	118196267	119274749	EUR
2	119274749	120798372	EUR
2	120798372	122466996	EUR
2	122466996	124539302	EUR
2	124539302	127139155	EUR
2	127139155	130610922	EUR
2	130610922	133970096	EUR
2	133970096	137318870	EUR
2	137318870	137563448	EUR
2	137563448	139809357	EUR
2	139809357	142497412	EUR
2	142497412	144463853	EUR
2	144463853	149353378	EUR
2	149353378	149575863	EUR
2	149575863	150875416	EUR
2	150875416	154353828	EUR
2	154353828	155418316	EUR
2	155418316	158301473	EUR
2	158301473	159697979	EUR
2	159697979	163746622	EUR
2	163746622	167654198	EUR
2	167654198	171232077	EUR
2	171232077	173021162	EUR
2	173021162	176559733	EUR
2	176559733	179341663	EUR
2	179341663	181043711	EUR
2	181043711	185382375	EUR
2	185382375	186097359	EUR
2	186097359	192116616	EUR
2	192116616	193519139	EUR
2	193519139	196213729	EUR
2	196213729	198793896	EUR
2	198793896	201042910	EUR
2	201042910	204200436	EUR
2	204200436	207959327	EUR
2	207959327	209232020	EUR
2	209232020	212714100	EUR
2	212714100	216006086	EUR
2	216006086	217917700	EUR
2	217917700	220583739	EUR
2	220583739	222122402	EUR
2	222122402	224068622	EUR
2	224068622	227191954	EUR
2	227191954	229419238	EUR
2	229419238	230980237	EUR
2	230980237	233975710	EUR
2	233975710	235064513	EUR
2	235064513	236089441	EUR
2	236089441	237593948	EUR
2	237593948	239407316	EUR
2	239407316	240576179	EUR
2	240576179	242171545	EUR
3	11805	1087624	EUR
3	1087624	2102384	EUR
3	2102384	3273572	EUR
3	3273572	4837700	EUR
3	4837700	7330932	EUR
3	7330932	9153647	EUR
3	9153647	10633999	EUR
3	10633999	13113221	EUR
3	13113221	14269725	EUR
3	14269725	16623951	EUR
3	16623951	18889489	EUR
3	18889489	19939922	EUR
3	19939922	21481850	EUR
3	21481850	22606099	EUR
3	22606099	25035189	EUR
3	25035189	26862062	EUR
3	26862062	31229789	EUR
3	31229789	33214100	EUR
3	33214100	34773314	EUR
3	34773314	37490365	EUR
3	37490365	40979320	EUR
3	40979320	42376395	EUR
3	42376395	45779015	EUR
3	45779015	47151274	EUR
3	47151274	52179438	EUR
3	52179438	54605182	EUR
3	54605182	55837505	EUR
3	55837505	59424339	EUR
3	59424339	61294318	EUR
3	61294318	63418850	EUR
3	63418850	65431466	EUR
3	65431466	67249711	EUR
3	67249711	69298771	EUR
3	69298771	71170643	EUR
3	71170643	74272289	EUR
3	74272289	76808163	EUR
3	76808163	77460943	EUR
3	77460943	79731646	EUR
3	79731646	82738643	EUR
3	82738643	84151010	EUR
3	84151010	85492828	EUR
3	85492828	87001847	EUR
3	87001847	88340078	EUR
3	88340078	89324448	EUR
3	89324448	93713703	EUR
3	93713703	96083058	EUR
